,Game,Pos,Genre,Console,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,NA_Sales,PAL_Sales,Japan_Sales,Other_Sales,Total_Sales,Relese_Month,Relese_Year,Hit_Games
15900,All-Star Baseball 2004,3680,Sports,XB,Acclaim Entertainment,Acclaim Entertainment,0.0,0.0,0.0,100000,30000,0,0,130000,2,2003,0
15901,FIFA Soccer 10,3681,Sports,PSP,EA Sports,EA Canada,0.0,7.9,0.0,160000,680000,10000,310000,1160000,10,2009,1
15902,NBA Live 2003,3682,Sports,GC,EA Sports,EA Canada,0.0,8.4,0.0,230000,60000,0,10000,300000,10,2002,0
15903,Mark McMorris Infinite Air,3684,Sports,XOne,Maximum Games,HB Studios,0.0,0.0,0.0,50000,0,0,10000,60000,10,2016,0
15904,Little League Baseball 2002,3685,Sports,GBA,NewKidCo,Handheld Games,0.0,0.0,0.0,0,0,0,0,0,5,2002,0
15905,Swing Away Golf,3686,Sports,PS2,Electronic Arts,Tikipod,0.0,0.0,0.0,170000,130000,180000,40000,520000,10,2000,0
15906,NBA 2K2,3690,Sports,XB,Sega,Visual Concepts,0.0,0.0,0.0,150000,40000,0,10000,200000,2,2002,0
15907,Jikkyou Powerful Pro Yakyuu 7,3691,Sports,PS2,Konami,Diamond Head,0.0,0.0,0.0,0,0,350000,0,350000,7,2000,0
15908,Tiger Woods PGA Tour 08,3695,Sports,X360,Electronic Arts,EA Tiburon,0.0,0.0,0.0,490000,20000,0,40000,540000,8,2007,0
15909,DECA Sports Freedom,3698,Sports,X360,Hudson Soft,Hudson Soft,0.0,3.0,0.0,270000,40000,0,20000,330000,11,2010,0
15910,NBA ShootOut,3701,Sports,PS,Sony Computer Entertainment,Sony Interactive Studios America,0.0,0.0,0.0,170000,120000,0,20000,310000,1,1996,0
15911,Tennis no Oji-Sama: Genius Boys Academy,3702,Sports,GBA,Konami,Konami,0.0,0.0,0.0,0,0,240000,10000,250000,4,2002,0
15912,NBA Live 08,3707,Sports,Wii,Electronic Arts,EA Canada,0.0,0.0,0.0,150000,0,0,10000,160000,10,2007,0
15913,Winning Post 7 2010,3712,Sports,PSP,Tecmo Koei,Tecmo Koei Games,0.0,0.0,0.0,0,0,50000,0,50000,9,2010,0
15914,NBA 2K19,3714,Sports,XOne,2K Sports,Visual Concepts,0.0,0.0,0.0,1470000,80000,0,180000,1740000,9,2018,1
15915,Derby Stallion 64,3716,Sports,N64,Media Factory,ParityBit,0.0,0.0,0.0,0,0,150000,0,150000,8,2001,0
15916,Winning Post 4,3717,Sports,PS,KOEI,Koei/Inis,0.0,0.0,0.0,0,0,140000,10000,150000,9,1999,0
15917,Summer Challenge: Athletics Tournament,3720,Sports,PS3,PQube,DTP Entertainment,0.0,0.0,0.0,0,30000,0,10000,40000,9,2011,0
15918,FIFA Street,3723,Sports,PS2,EA Sports BIG,EA Canada,0.0,0.0,0.0,150000,120000,0,40000,310000,2,2005,0
15919,Rec Room Games,3724,Sports,Wii,Destineer,Arcade Moon,0.0,0.0,0.0,350000,0,0,30000,370000,12,2009,0
15920,Pro Evolution Soccer 2008 (JP sales),3725,Sports,DS,Konami,Konami,0.0,0.0,0.0,0,0,80000,0,80000,3,2008,0
15921,Jikkyou Powerful Pro Yakyuu 2012,3726,Sports,PSP,Konami Digital Entertainment,Konami,0.0,0.0,0.0,0,0,150000,0,150000,7,2012,0
15922,NBA Live 08,3730,Sports,PC,EA Sports,EA Canada,0.0,0.0,0.0,0,0,0,0,0,10,2007,0
15923,ESPN NFL Primetime 2002,3734,Sports,XB,Konami,Farsight Technologies,0.0,0.0,0.0,10000,0,0,0,20000,1,2002,0
15924,Football Manager Handheld 2011,3738,Sports,PSP,Sega,Sports Interactive,0.0,0.0,0.0,0,280000,0,140000,410000,11,2010,0
15925,Madden NFL 2002,3743,Sports,PS,EA Sports,EA Sports,0.0,0.0,0.0,780000,530000,0,90000,1390000,8,2001,1
15926,Pro Yakyuu Spirits 2013,3745,Sports,PSV,Konami Digital Entertainment,Konami,0.0,0.0,0.0,0,0,60000,0,60000,3,2013,0
15927,Shaun White Snowboarding,3746,Sports,DS,Ubisoft,Ubisoft Montreal,0.0,6.2,0.0,210000,0,0,20000,230000,11,2008,0
15928,Sega Superstars Tennis,3750,Sports,X360,Sega,Sumo Digital,0.0,6.9,0.0,1750000,860000,0,280000,2890000,3,2008,1
15929,NHL Hitz 20-02,3752,Sports,XB,Midway Games,EA Black Box,0.0,0.0,0.0,200000,60000,0,10000,270000,11,2001,0
15930,College Hoops 2K7,3756,Sports,X360,2K Sports,Visual Concepts,0.0,7.9,0.0,200000,0,0,20000,210000,11,2006,0
15931,MVP Baseball 2005,3761,Sports,PS2,EA Sports,EA Canada,0.0,0.0,0.0,1260000,70000,0,210000,1540000,2,2005,1
15932,Rugby 06,3767,Sports,XB,EA Sports,HB Studios Multimedia,0.0,0.0,0.0,10000,0,0,0,20000,2,2006,0
15933,Athens 2004,3772,Sports,PS2,Sony Computer Entertainment,Eurocom Entertainment Software,0.0,0.0,0.0,130000,100000,0,30000,270000,7,2004,0
15934,NBA Street V3,3774,Sports,PS2,EA Sports BIG,EA Canada,0.0,0.0,0.0,520000,410000,0,140000,1060000,2,2005,1
15935,WWE 2K15,3775,Sports,XOne,2K Sports,Visual Concepts,0.0,0.0,0.0,320000,230000,0,50000,610000,11,2014,0
15936,Blood Bowl,3776,Sports,X360,SouthPeak Interactive,Cyanide Studio,0.0,6.4,0.0,130000,20000,0,10000,170000,1,2010,0
15937,NBA Jam 2002,3778,Sports,GBA,Acclaim Entertainment,Digitial Creations,0.0,0.0,0.0,80000,30000,0,0,110000,2,2002,0
15938,Rockstar Games presents Table Tennis,3779,Sports,X360,Rockstar Games,Rockstar San Diego,0.0,8.1,0.0,280000,380000,0,80000,750000,5,2006,0
15939,Rocket Power: Zero Gravity Zone,3783,Sports,GBA,THQ,Altron,0.0,0.0,0.0,140000,50000,0,0,200000,9,2003,0
15940,Dark Summit,3784,Sports,XB,THQ,Radical Entertainment,0.0,0.0,0.0,80000,20000,0,0,100000,11,2001,0
15941,NFL Blitz Pro,3786,Sports,PS2,Midway Games,Point of View,0.0,0.0,0.0,110000,90000,0,30000,230000,10,2003,0
15942,NHL 15,3787,Sports,PS4,EA Sports,EA Canada,0.0,0.0,0.0,320000,190000,0,110000,620000,9,2014,0
15943,NHL 16,3791,Sports,XOne,EA Sports,EA Canada,0.0,0.0,0.0,410000,50000,0,50000,510000,9,2015,0
15944,Triple Play 2001,3792,Sports,PS,EA Sports,Treyarch,0.0,0.0,0.0,740000,500000,0,90000,1330000,3,2000,1
15945,Backyard Sports: Sandlot Sluggers,3794,Sports,Wii,Atari,HB Studios Multimedia Limited,0.0,0.0,0.0,140000,0,0,10000,150000,5,2010,0
15946,FIFA Soccer 2002,3797,Sports,GC,EA Sports,EA Canada,0.0,0.0,0.0,140000,40000,0,0,180000,11,2001,0
15947,NHL Hitz Pro,3800,Sports,PS2,Midway Games,Next Level Games,0.0,0.0,0.0,90000,70000,0,20000,190000,9,2003,0
15948,Backyard NFL Football 2006,3801,Sports,GBA,Atari,Humongous Entertainment,0.0,5.5,0.0,20000,10000,0,0,30000,10,2005,0
15949,J-League Pro Soccer Club o Tsukurou!,3802,Sports,DC,Sega,Smilebit,0.0,0.0,0.0,0,0,360000,0,360000,9,1999,0
15950,Tiger Woods PGA Tour 10,3803,Sports,PSP,EA Sports,EA Tiburon,0.0,8.1,0.0,120000,70000,0,50000,240000,6,2009,0
15951,Tiger Woods PGA Tour 06,3804,Sports,PS2,EA Sports,EA Sports,0.0,0.0,0.0,740000,30000,0,120000,890000,9,2005,0
15952,Tony Hawk's Pro Skater 5,3808,Sports,PS3,Activision,Robomodo,0.0,0.0,0.0,50000,0,0,10000,70000,12,2015,0
15953,College Hoops 2K6,3811,Sports,XB,2K Sports,Visual Concepts,0.0,8.3,0.0,70000,20000,0,0,100000,11,2005,0
15954,UEFA Euro 2016,3814,Sports,PS3,Konami Digital Entertainment,Konami Digital Entertainment,0.0,0.0,0.0,0,50000,50000,10000,100000,4,2016,0
15955,ESPN Extreme Games,3816,Sports,PS,Sony Computer Entertainment,Sony Interactive Studios America,0.0,0.0,0.0,110000,80000,170000,30000,380000,1,1995,0
15956,World Soccer Winning Eleven 8: Liveware Evolution,3820,Sports,PS2,Konami,Konami Computer Entertainment Tokyo,0.0,0.0,0.0,0,0,470000,0,470000,3,2005,0
15957,Atsumare! Power Pro Kun no DS Koushien,3821,Sports,DS,Konami,PawaPuro Production,0.0,0.0,0.0,0,0,100000,0,100000,8,2006,0
15958,Tournament Pool,3823,Sports,Wii,Destineer,Blade Interactive,0.0,0.0,0.0,100000,0,0,10000,110000,5,2009,0
15959,WTA Tour Tennis,3824,Sports,GC,Konami,Konami,0.0,0.0,0.0,10000,0,0,0,10000,9,2002,0
15960,Surf's Up,3827,Sports,GC,Ubisoft,Ubisoft Montreal,0.0,0.0,0.0,10000,0,0,0,10000,6,2007,0
15961,ESPN Winter X Games: Snowboarding 2002,3829,Sports,XB,Konami,Konami Computer Entertainment Osaka,0.0,0.0,0.0,20000,10000,0,0,30000,3,2002,0
15962,FIFA 17,3830,Sports,PC,Electronic Arts,EA Canada,0.0,0.0,0.0,0,180000,0,10000,190000,9,2016,0
15963,NBA 2K11,3832,Sports,PS2,2K Sports,Visual Concepts,0.0,0.0,0.0,340000,10000,0,60000,410000,10,2010,0
15964,Jikkyou Powerful Pro Yakuu '94,3834,Sports,SNES,Konami,Konami,0.0,0.0,0.0,0,0,410000,0,410000,3,1994,0
15965,Madden NFL 10,3836,Sports,PS2,EA Sports,EA Tiburon,0.0,0.0,0.0,880000,0,0,100000,980000,8,2009,0
15966,MotionSports: Adrenaline,3837,Sports,PS3,Ubisoft,Ubisoft Vancouver,0.0,0.0,0.0,80000,50000,0,30000,160000,11,2011,0
15967,NHL 2K8,3839,Sports,PS3,2K Sports,Kush Games,0.0,0.0,0.0,80000,10000,0,10000,90000,9,2007,0
15968,Hot Shots Golf 2,3841,Sports,PS,Sony Computer Entertainment,Clap Hanz,0.0,0.0,0.0,250000,120000,1480000,30000,1880000,2,2000,1
15969,Splat Renegade Paintball,3842,Sports,XB,Take-Two Interactive,Cat Daddy Games,0.0,0.0,0.0,40000,10000,0,0,60000,10,2005,0
15970,Tony Hawk's Pro Skater 4,3853,Sports,XB,Activision,Neversoft Entertainment,0.0,0.0,0.0,590000,300000,0,40000,930000,10,2002,0
15971,NHL 07,3859,Sports,X360,EA Sports,EA Canada,0.0,8.0,0.0,250000,0,0,20000,270000,9,2006,0
15972,Whirl Tour,3869,Sports,GC,VU Games,Papaya Studios,0.0,0.0,0.0,40000,10000,0,0,50000,11,2002,0
15973,J-League Soccer: Prime Goal,3875,Sports,SNES,Namco,Namco,0.0,0.0,0.0,0,0,690000,0,690000,8,1993,0
15974,Backyard NBA Basketball,3886,Sports,PS2,Atari,Humongous Entertainment,0.0,0.0,0.0,290000,220000,0,70000,590000,10,2003,0
15975,FIFA Soccer 2004,3890,Sports,GBA,EA Sports,Exient Entertainment,0.0,8.5,0.0,40000,10000,0,0,50000,11,2003,0
15976,Captain Tsubasa: Aratanaru Densetsu Joshou,3891,Sports,PS,Konami,Konami,0.0,0.0,0.0,0,0,80000,10000,90000,5,2002,0
15977,Tony Hawk's American Wasteland,3901,Sports,X360,Activision,Neversoft Entertainment,0.0,8.2,0.0,280000,10000,0,30000,320000,11,2005,0
15978,Tony Hawk's Underground 2,3907,Sports,PS2,Activision,Neversoft Entertainment,0.0,0.0,0.0,1250000,860000,10000,260000,2370000,10,2004,1
15979,Inazuma Eleven Strikers,3908,Sports,Wii,Level 5,Level 5,0.0,0.0,0.0,0,10000,250000,0,260000,7,2011,0
15980,Dave Mirra BMX Challenge,3909,Sports,PSP,Crave Entertainment,Left Field Productions,0.0,3.5,0.0,60000,0,0,10000,70000,11,2006,0
15981,Jikkyou Powerful Pro Yakyuu 12,3919,Sports,GC,Konami,PawaPuro Production,0.0,0.0,0.0,0,0,80000,0,80000,7,2005,0
15982,Madden NFL 08,3925,Sports,X360,EA Sports,EA Tiburon,0.0,8.7,0.0,2180000,10000,0,180000,2370000,8,2007,1
15983,FIFA Street 2,3927,Sports,GC,EA Sports BIG,EA Canada,0.0,0.0,0.0,90000,20000,0,0,110000,2,2006,0
15984,Jikkyou Powerful Pro Yakyuu Portable,3932,Sports,PSP,Konami,PawaPuro Productions,0.0,0.0,0.0,0,0,150000,0,150000,4,2006,0
15985,FIFA Soccer 06,3937,Sports,PSP,EA Sports,EA Canada,0.0,7.6,0.0,100000,10000,0,10000,110000,10,2005,0
15986,Knockout Kings 2003,3939,Sports,GC,EA Sports,NEW Corporation,0.0,0.0,0.0,120000,30000,0,0,150000,10,2002,0
15987,Imagine Figure Skater (JP sales),3945,Sports,DS,Ubisoft,Spike Co.,0.0,0.0,0.0,0,0,10000,0,10000,3,2008,0
15988,MLB 07: The Show,3953,Sports,PS2,Sony Computer Entertainment,SCE San Diego Studio,0.0,0.0,0.0,770000,30000,0,130000,930000,2,2007,0
15989,NFL 2K3,3962,Sports,XB,Sega,Visual Concepts,0.0,0.0,0.0,380000,110000,0,20000,520000,8,2002,0
15990,NBA Ballers,3975,Sports,XB,Midway Games,Midway,0.0,0.0,0.0,370000,110000,0,20000,510000,4,2004,0
15991,NHL 2002,3984,Sports,XB,EA Sports,EA Canada,0.0,0.0,0.0,200000,60000,0,10000,270000,12,2001,0
15992,Blitz: The League,3987,Sports,X360,Midway Games,Midway Games,0.0,6.5,0.0,150000,0,0,10000,160000,11,2006,0
15993,Pro Fishing Challenge,4013,Sports,XB,Atlus,Opus Studio,0.0,0.0,0.0,20000,0,0,0,20000,8,2004,0
15994,NBA Live 2001,4015,Sports,PS2,EA Sports,EA Canada,0.0,0.0,0.0,520000,400000,40000,130000,1100000,1,2001,1
15995,Little League World Series Baseball 2009,4017,Sports,Wii,Activision,Now Production,0.0,0.0,0.0,140000,0,0,10000,150000,6,2009,0
15996,Tony Hawk's Project 8,4019,Sports,X360,Activision,Neversoft Entertainment,0.0,8.4,0.0,440000,20000,0,40000,490000,11,2006,0
15997,J-League Pro Striker 2,4024,Sports,GEN,Sega,Sega,0.0,0.0,0.0,0,0,40000,0,40000,7,1994,0
15998,ESPN College Hoops 2K5,4025,Sports,XB,Sega,Visual Concepts,0.0,0.0,0.0,290000,80000,0,10000,380000,11,2004,0
15999,FIFA 17,4027,Sports,XOne,Electronic Arts,EA Canada,0.0,8.8,0.0,1040000,2400000,0,270000,3710000,9,2016,1
16000,Gallop Racer 2001,4029,Sports,PS2,Tecmo,Tecmo,0.0,0.0,0.0,50000,40000,60000,10000,170000,8,2001,0
16001,UEFA Euro 2008 Austria-Switzerland,4031,Sports,PS2,Electronic Arts,Unknown,0.0,0.0,0.0,30000,0,0,280000,320000,5,2008,0
16002,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,4032,Sports,PS,Konami,Diamond Head,0.0,0.0,0.0,0,0,270000,20000,290000,7,2000,0
16003,WSC REAL 09: World Snooker Championship,4034,Sports,X360,Deep Silver,Blade Interactive,0.0,0.0,0.0,0,10000,0,0,10000,4,2009,0
16004,NHL FaceOff 2001,4035,Sports,PS2,Sony Computer Entertainment,989 Sports,0.0,4.6,0.0,100000,70000,0,20000,200000,2,2001,0
16005,Brunswick Pro Bowling,4038,Sports,PSP,Crave Entertainment,Point of View,0.0,6.5,0.0,190000,0,0,20000,210000,8,2007,0
16006,Gallop Racer 2004,4039,Sports,PS2,Tecmo,Tecmo,0.0,0.0,0.0,30000,20000,0,10000,60000,8,2004,0
16007,NBA 2K18,4040,Sports,NS,2K Sports,Visual Concepts,0.0,7.5,0.0,300000,60000,30000,40000,430000,9,2017,0
16008,NBA 2K9,4041,Sports,PC,2K Sports,Visual Concepts,0.0,8.0,0.0,0,0,0,0,0,10,2008,0
16009,Family Party: Fitness Fun,4042,Sports,Wii,D3 Publisher,Tamsoft Corporation,0.0,0.0,0.0,140000,0,0,10000,150000,9,2010,0
16010,Power Pro Kun Pocket 5,4044,Sports,GBA,Konami,Diamond Head,0.0,0.0,0.0,0,0,250000,10000,260000,1,2003,0
16011,Pro Evolution Soccer 2010,4046,Sports,PC,Konami,Konami,0.0,0.0,0.0,0,10000,0,0,10000,10,2009,0
16012,NBA 08,4050,Sports,PS2,Sony Computer Entertainment,SCE San Diego Studio,0.0,0.0,0.0,60000,50000,0,20000,130000,9,2007,0
16013,Madden NFL 2003,4051,Sports,XB,EA Sports,EA Tiburon,0.0,0.0,0.0,670000,20000,0,30000,710000,8,2002,0
16014,MLB The Show 18,4052,Sports,PS4,Sony Interactive Entertainment,SIE San Diego Studio,0.0,0.0,0.0,860000,0,0,200000,1060000,3,2018,1
16015,NCAA Football 11,4054,Sports,X360,EA Sports,EA Tiburon,0.0,8.5,0.0,860000,0,0,60000,930000,7,2010,0
16016,Bass Rise,4055,Sports,PS,Bandai,Bandai,0.0,0.0,0.0,30000,20000,0,0,50000,9,1999,0
16017,Super Power League 2,4057,Sports,SNES,Hudson Soft,Hudson Soft,0.0,0.0,0.0,0,0,330000,0,330000,8,1994,0
16018,Free Running,4058,Sports,Wii,Graffiti,Core Design Ltd.,0.0,0.0,0.0,20000,20000,0,0,40000,4,2010,0
16019,Cabela's Dangerous Hunts 2011,4059,Sports,DS,Activision,Sproing Interactive Media GMBH,0.0,0.0,0.0,110000,0,0,10000,120000,10,2010,0
16020,Nickelodeon Dance,4060,Sports,Wii,2K Play,High Voltage Software,0.0,0.0,0.0,210000,10000,0,20000,240000,11,2011,0
16021,Ashes Cricket 2009,4062,Sports,X360,Codemasters,Transmission Games,0.0,0.0,0.0,0,190000,0,10000,200000,8,2009,0
16022,Pro Evolution Soccer 2008,4064,Sports,PS3,Konami,Konami,0.0,7.1,0.0,40000,1100000,320000,130000,1590000,3,2008,1
16023,MLB Inside Pitch 2003,4065,Sports,XB,Microsoft Game Studios,Microsoft Game Studios,0.0,0.0,0.0,90000,30000,0,0,120000,5,2003,0
16024,NBA 2K13,4066,Sports,PS3,2K Sports,Visual Concepts,0.0,8.9,0.0,1740000,460000,50000,390000,2630000,10,2012,1
16025,ESPN Final Round Golf 2002,4071,Sports,GBA,Konami,Konami Computer Entertainment Nagoya,0.0,6.0,0.0,120000,50000,0,0,170000,8,2001,0
16026,NFL Fever 2004,4074,Sports,XB,Microsoft Game Studios,Microsoft Game Studios,0.0,0.0,0.0,240000,70000,0,10000,320000,8,2003,0
16027,World Soccer Winning Eleven 7,4077,Sports,PS2,Konami,KCET,0.0,0.0,0.0,120000,90000,0,30000,240000,8,2003,0
16028,Power Pro Kun Pocket 10,4085,Sports,DS,Konami,PawaPuro Production,0.0,0.0,0.0,0,0,300000,0,300000,12,2007,0
16029,NBA In The Zone '98,4086,Sports,N64,Konami,Konami Computer Entertainment Osaka,0.0,0.0,0.0,250000,20000,0,0,270000,2,1998,0
16030,NHL 97,4095,Sports,PS,EA Sports,Visual Concepts,0.0,0.0,0.0,260000,180000,0,30000,470000,10,1996,0
16031,Pro Yakyuu Spirits 5 Kanzenban,4097,Sports,PS3,Konami,PawaPuro Production,0.0,0.0,0.0,0,0,30000,0,30000,12,2008,0
16032,Cabela's Dangerous Hunts 2,4098,Sports,GC,Activision,FUN Labs,0.0,6.5,0.0,30000,10000,0,0,30000,11,2005,0
16033,NCAA Football 06,4108,Sports,XB,EA Sports,EA Tiburon,0.0,0.0,0.0,730000,210000,0,30000,970000,7,2005,0
16034,Reel Fishing,4115,Sports,PS,Natsume,Pack-In Video,0.0,0.0,0.0,990000,130000,100000,40000,1250000,3,1998,1
16035,FIFA Soccer 2003,4118,Sports,GC,EA Sports,EA Canada,0.0,0.0,0.0,60000,20000,0,0,80000,11,2002,0
16036,NBA Live 2004,4122,Sports,GC,EA Sports,EA Canada,0.0,8.4,0.0,210000,50000,0,10000,270000,10,2003,0
16037,Summer Heat Beach Volleyball,4127,Sports,PS2,Acclaim Entertainment,Acclaim Studios Cheltenham,0.0,0.0,0.0,140000,110000,0,40000,280000,7,2003,0
16038,Toxic Grind,4138,Sports,XB,THQ,Blue Shift,0.0,0.0,0.0,20000,0,0,0,20000,10,2002,0
16039,MLB 11: The Show,4142,Sports,PSP,Sony Computer Entertainment,SCEA San Diego Studios,0.0,0.0,0.0,160000,0,0,20000,180000,3,2011,0
16040,NHL 2K6,4146,Sports,PS2,2K Sports,Kush Games,0.0,0.0,0.0,210000,160000,0,50000,420000,9,2005,0
16041,Super Baseball,4148,Sports,2600,Atari,Atari,0.0,0.0,0.0,70000,0,0,0,70000,1,1988,0
16042,Barbie Horse Adventures: Riding Camp,4150,Sports,DS,Activision,Pixel Tales,0.0,0.0,0.0,500000,0,0,40000,550000,10,2008,0
16043,Rugby League 3,4151,Sports,Wii,Alternative Software,Sidhe Interactive,0.0,0.0,0.0,0,60000,0,10000,70000,4,2010,0
16044,Surf's Up,4152,Sports,Wii,Ubisoft,Ubisoft Montreal,0.0,0.0,0.0,150000,0,0,10000,170000,5,2007,0
16045,2002 FIFA World Cup,4153,Sports,XB,EA Sports,EA Canada,0.0,0.0,0.0,140000,40000,0,10000,190000,4,2002,0
16046,Rugby League Live 3,4156,Sports,PS4,Tru Blu Entertainment,Big Ant Studios,0.0,0.0,0.0,0,20000,0,0,20000,9,2015,0
16047,World Soccer Winning Eleven 8 International,4158,Sports,XB,Konami,Konami Computer Entertainment Tokyo,0.0,0.0,0.0,70000,20000,0,0,90000,2,2005,0
16048,John Madden Football,4165,Sports,SNES,Electronic Arts,Park Place Productions,0.0,0.0,0.0,0,0,70000,0,70000,11,1991,0
16049,SSX On Tour,4168,Sports,XB,EA Sports BIG,EA Canada,0.0,0.0,0.0,110000,30000,0,10000,140000,10,2005,0
16050,Madden NFL 98,4174,Sports,PS,EA Sports,EA Tiburon,0.0,0.0,0.0,1290000,30000,0,30000,1350000,7,1997,1
16051,BMX XXX,4175,Sports,XB,Acclaim Entertainment,"Z-Axis, Ltd.",0.0,0.0,0.0,80000,20000,0,0,110000,11,2002,0
16052,NBA Hoopz,4176,Sports,PS2,Midway Games,Eurocom Entertainment Software,0.0,0.0,0.0,90000,70000,0,20000,180000,2,2001,0
16053,Jikkyou Powerful Pro Baseball 2016,4178,Sports,PSV,Konami Digital Entertainment,Konami Digital Entertainment,0.0,0.0,0.0,0,0,250000,0,250000,4,2016,0
16054,Inazuma Eleven 3: Sekai e no Chousen!! The Ogre,4186,Sports,DS,Level 5,Level 5,0.0,0.0,0.0,0,0,470000,0,470000,12,2010,0
16055,Cabela's Survival: Shadows of Katmai,4188,Sports,Wii,Activision,Activision,0.0,0.0,0.0,140000,40000,0,10000,200000,11,2011,0
16056,Madden NFL 2003,4191,Sports,GC,EA Sports,EA Tiburon,0.0,9.1,0.0,330000,90000,0,10000,430000,8,2002,0
16057,NBA Live 06,4194,Sports,XB,EA Sports,EA Canada,0.0,0.0,0.0,570000,40000,0,30000,640000,9,2005,0
16058,Pro Yakyuu Spirits 2013,4195,Sports,PS3,Konami Digital Entertainment,Konami,0.0,0.0,0.0,0,0,200000,0,200000,3,2013,0
16059,Rapala Tournament Fishing!,4196,Sports,X360,Activision,FUN Labs,0.0,0.0,0.0,30000,0,0,0,30000,11,2006,0
16060,Derby Time Online,4198,Sports,PS3,Sony Computer Entertainment,SCE Japan Studio,0.0,0.0,0.0,0,0,10000,0,10000,11,2008,0
16061,Sega Superstars Tennis,4200,Sports,Wii,Sega,Sumo Digital,0.0,7.0,0.0,280000,650000,0,130000,1060000,3,2008,1
16062,NBA 2K2,4202,Sports,PS2,Sega,Visual Concepts,0.0,0.0,0.0,590000,460000,10000,150000,1220000,1,2002,1
16063,Tony Hawk's Underground,4205,Sports,GC,Activision,Neversoft Entertainment,0.0,9.0,0.0,540000,140000,0,20000,700000,10,2003,0
16064,Nicktoons MLB,4207,Sports,DS,2K Sports,2K Sports,0.0,0.0,0.0,90000,0,0,10000,100000,9,2011,0
16065,FIFA 17,4213,Sports,PS4,Electronic Arts,EA Canada,0.0,8.9,0.0,1260000,7950000,120000,1610000,10940000,9,2016,1
16066,UEFA Euro 2008 Austria-Switzerland,4217,Sports,PS3,Electronic Arts,Unknown,0.0,0.0,0.0,80000,270000,0,60000,410000,5,2008,0
16067,Brunswick Pro Bowling,4223,Sports,Wii,Crave Entertainment,Point of View,0.0,0.0,0.0,350000,10000,0,30000,380000,8,2007,0
16068,Skate 2    Read the review,4227,Sports,X360,Electronic Arts,EA Black Box,8.1,8.2,0.0,820000,170000,10000,90000,1090000,1,2009,1
16069,NBA 08,4235,Sports,PSP,Sony Computer Entertainment,SCE San Diego Studio,0.0,7.2,0.0,30000,0,0,0,30000,10,2007,0
16070,NHL 98,4281,Sports,PS,EA Sports,EA Canada,0.0,0.0,0.0,510000,350000,0,60000,920000,8,1997,0
16071,Reel Fishing III,4301,Sports,PS2,Natsume,Natsume,0.0,0.0,0.0,180000,140000,0,50000,370000,9,2003,0
16072,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,4310,Sports,Wii,Hudson Soft,Hudson Soft,0.0,0.0,0.0,0,0,20000,0,20000,7,2008,0
16073,Jikkyou Powerful Pro Yakyuu 2010,4311,Sports,PSP,Konami,PawaPuro Production,0.0,0.0,0.0,0,0,200000,0,200000,7,2010,0
16074,Sunny Garcia Surfing,4313,Sports,PS2,Ubisoft,Krome Studios,0.0,0.0,0.0,20000,10000,0,0,30000,10,2001,0
16075,Pro Yakyuu Spirits 6,4319,Sports,PS3,Konami,Konami,0.0,0.0,0.0,0,0,150000,0,150000,7,2009,0
16076,NBA 2K16,4324,Sports,PS4,2K Sports,Visual Concepts,0.0,8.7,0.0,2560000,660000,50000,710000,3980000,9,2015,1
16077,Transworld Snowboarding,4325,Sports,XB,Atari,Housemarque,0.0,0.0,0.0,70000,20000,0,0,90000,10,2002,0
16078,Barbie Horse Adventures: Riding Camp,4337,Sports,PS2,Activision,Pixel Tales,0.0,0.0,0.0,90000,70000,0,20000,190000,10,2008,0
16079,NHL 99,4353,Sports,PS,EA Sports,EA Canada,0.0,0.0,0.0,590000,400000,0,70000,1070000,9,1998,1
16080,FIFA Street 2,4356,Sports,PSP,EA Sports BIG,EA Canada,0.0,4.9,0.0,70000,60000,0,20000,140000,2,2006,0
16081,MVP Baseball,4360,Sports,PSP,Electronic Arts,EA Canada,0.0,6.6,0.0,200000,0,0,20000,210000,5,2005,0
16082,2002 FIFA World Cup,4372,Sports,GC,EA Sports,EA Canada,0.0,7.4,0.0,40000,10000,0,0,50000,4,2002,0
16083,Fab 5 Soccer,4375,Sports,DS,Destineer,Magellan Interactive,0.0,0.0,0.0,10000,0,0,0,10000,4,2008,0
16084,NHL 2001,4380,Sports,PS,EA Sports,Page 44 Studios,0.0,0.0,0.0,350000,240000,0,40000,630000,9,2000,0
16085,NHL Hitz Pro,4391,Sports,GC,Midway Games,Next Level Games,0.0,0.0,0.0,30000,10000,0,0,40000,9,2003,0
16086,Dark Summit,4394,Sports,PS2,THQ,Radical Entertainment,0.0,0.0,0.0,110000,80000,0,30000,210000,11,2001,0
16087,NBA 07,4399,Sports,PS3,Sony Computer Entertainment,SCE San Diego Studio,0.0,0.0,0.0,240000,0,10000,20000,270000,11,2006,0
16088,Power Pro Kun Pocket 14,4403,Sports,DS,Konami,Konami,0.0,0.0,0.0,0,0,120000,0,120000,12,2011,0
16089,Tony Hawk: RIDE,4405,Sports,X360,Activision,Robomodo / Buzz Monkey Software,0.0,4.4,0.0,460000,100000,0,50000,610000,11,2009,0
16090,NBA Street V3,4409,Sports,XB,EA Sports BIG,EA Canada,0.0,0.0,0.0,280000,30000,0,10000,320000,2,2005,0
